시도,시군구,구분,2012,,,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,,2016,,,,,,,,,,,,,,,,,
,,,합계,단일로,,,,,,교차로,,,건널목,,기타/불명,,고가도로위,,지하도로내,,합계,단일로,,,,,,교차로,,,건널목,,기타/불명,,고가도로위,,지하도로내,,합계,단일로,,,,,,교차로,,,건널목,,기타/불명,,고가도로위,,지하도로내,,합계,단일로,,,,,,교차로,,,건널목,,기타/불명,,고가도로위,,지하도로내,,합계,단일로,,,,,,교차로,,,건널목,,기타/불명,,고가도로위,,지하도로내,
,,중상자수,179,114,,1,,5,108,65,43,22,,,0,0,,,,,130,69,1,0,,4,64,47,41,6,,,14,14,,,,,94,36,,,,4,32,24,22,2,,,33,33,,,1,1,131,34,2,,,1,31,44,28,16,,,53,53,,,,,158,58,0,0,,,58,37,27,10,,,63,63,,,,
,,경상자수,308,159,,1,,9,149,147,107,40,,,2,2,,,,,304,138,1,2,,3,132,147,127,20,,,19,19,,,,,296,86,,,,7,79,109,91,18,,,99,99,,,2,2,230,36,1,,,6,29,82,65,17,,,112,112,,,,,207,68,1,1,,,66,84,66,18,,,55,55,,,,
,,부상신고자수,0,0,,0,,0,0,0,0,0,,,0,0,,,,,4,4,1,0,,0,3,0,0,0,,,0,0,,,,,1,0,,,,0,0,1,1,0,,,0,0,,,0,0,1,1,0,,,0,1,0,0,0,,,0,0,,,,,1,1,0,0,,,1,0,0,0,,,0,0,,,,
,칠곡군,발생건수,717,455,15,5,3,7,425,246,161,85,,,16,16,,,,,701,391,8,,4,8,371,290,208,82,,,18,18,1,1,1,1,700,365,2,1,2,5,355,316,221,95,,,18,18,1,1,,,760,432,9,6,6,8,403,315,233,82,,,12,12,,,1,1,748,428,6,2,4,5,411,309,222,87,,,11,11,,,,
,,사망자수,27,19,1,1,0,0,17,8,3,5,,,0,0,,,,,27,23,1,,0,1,21,4,4,0,,,0,0,0,0,0,0,32,27,0,0,0,0,27,4,1,3,,,1,1,0,0,,,34,28,0,0,0,2,26,6,5,1,,,0,0,,,0,0,23,19,0,0,1,0,18,4,2,2,,,0,0,,,,
,,부상자수,1070,686,14,4,16,13,639,363,240,123,,,21,21,,,,,1057,592,8,,20,18,546,439,329,110,,,22,22,2,2,2,2,1098,597,4,1,6,8,578,478,347,131,,,22,22,1,1,,,1290,742,9,7,28,13,685,529,391,138,,,18,18,,,1,1,1245,709,8,4,11,8,678,522,376,146,,,14,14,,,,
,,중상자수,320,204,5,1,5,2,191,109,69,40,,,7,7,,,,,316,169,6,,4,6,153,134,101,33,,,10,10,1,1,2,2,338,191,1,1,3,1,185,138,102,36,,,9,9,0,0,,,381,216,6,2,6,4,198,160,124,36,,,4,4,,,1,1,320,199,4,2,1,4,188,117,92,25,,,4,4,,,,
,,경상자수,545,351,5,3,11,8,324,182,116,66,,,12,12,,,,,550,311,2,,16,11,282,228,179,49,,,11,11,0,0,0,0,617,326,3,0,3,6,314,279,206,73,,,12,12,0,0,,,689,393,3,4,20,7,359,283,210,73,,,13,13,,,0,0,695,376,4,2,10,2,358,312,209,103,,,7,7,,,,
,,부상신고자수,205,131,4,0,0,3,124,72,55,17,,,2,2,,,,,191,112,0,,0,1,111,77,49,28,,,1,1,1,1,0,0,143,80,0,0,0,1,79,61,39,22,,,1,1,1,1,,,220,133,0,1,2,2,128,86,57,29,,,1,1,,,0,0,230,134,0,0,0,2,132,93,75,18,,,3,3,,,,
,예천군,발생건수,213,119,,,,1,118,91,73,18,,,2,2,,,1,1,172,102,1,2,,1,98,68,49,19,,,2,2,,,,,181,98,2,1,,,95,83,61,22,,,,,,,,,220,121,,,,2,119,99,71,28,,,,,,,,,174,100,4,2,1,3,90,74,55,19,,,,,,,,
,,사망자수,21,14,,,,0,14,7,5,2,,,0,0,,,0,0,16,14,1,0,,1,12,2,2,0,,,0,0,,,,,9,8,0,0,,,8,1,1,0,,,,,,,,,10,9,,,,0,9,1,0,1,,,,,,,,,19,15,0,0,0,0,15,4,3,1,,,,,,,,
,,부상자수,309,185,,,,5,180,121,99,22,,,2,2,,,1,1,266,152,0,2,,0,150,112,79,33,,,2,2,,,,,291,135,3,2,,,130,156,111,45,,,,,,,,,335,179,,,,5,174,156,117,39,,,,,,,,,241,135,5,2,1,9,118,106,86,20,,,,,,,,
,,중상자수,179,113,,,,3,110,64,55,9,,,1,1,,,1,1,159,101,0,2,,0,99,57,40,17,,,1,1,,,,,156,81,1,2,,,78,75,55,20,,,,,,,,,212,119,,,,4,115,93,71,22,,,,,,,,,156,86,5,1,1,4,75,70,54,16,,,,,,,,
,,경상자수,125,68,,,,2,66,56,43,13,,,1,1,,,0,0,94,47,0,0,,0,47,46,33,13,,,1,1,,,,,125,51,2,0,,,49,74,52,22,,,,,,,,,120,59,,,,1,58,61,45,16,,,,,,,,,84,49,0,1,0,5,43,35,31,4,,,,,,,,
,,부상신고자수,5,4,,,,0,4,1,1,0,,,0,0,,,0,0,13,4,0,0,,0,4,9,6,3,,,0,0,,,,,10,3,0,0,,,3,7,4,3,,,,,,,,,3,1,,,,0,1,2,1,1,,,,,,,,,1,0,0,0,0,0,0,1,1,0,,,,,,,,
,봉화군,발생건수,174,134,,,2,3,129,40,29,11,,,,,,,,,161,117,1,,1,1,114,42,33,9,,,2,2,,,,,162,119,1,,2,1,115,41,32,9,1,1,1,1,,,,,167,115,,,,2,113,51,45,6,,,1,1,,,,,152,87,,,1,3,83,48,36,12,,,17,17,,,,
,,사망자수,9,9,,,0,1,8,0,0,0,,,,,,,,,11,9,0,,0,0,9,2,1,1,,,0,0,,,,,10,10,0,,0,0,10,0,0,0,0,0,0,0,,,,,6,5,,,,0,5,1,1,0,,,0,0,,,,,7,6,,,0,0,6,1,0,1,,,0,0,,,,
,,부상자수,299,225,,,2,2,221,74,61,13,,,,,,,,,245,175,1,,4,2,168,68,59,9,,,2,2,,,,,237,169,1,,2,1,165,66,50,16,1,1,1,1,,,,,288,211,,,,2,209,76,67,9,,,1,1,,,,,258,155,,,6,5,144,79,66,13,,,24,24,,,,
,,중상자수,130,95,,,1,1,93,35,27,8,,,,,,,,,101,79,1,,3,1,74,21,18,3,,,1,1,,,,,99,72,0,,2,1,69,26,18,8,1,1,0,0,,,,,114,87,,,,2,85,26,24,2,,,1,1,,,,,89,55,,,4,1,50,24,18,6,,,10,10,,,,
,,경상자수,164,126,,,1,1,124,38,33,5,,,,,,,,,134,91,0,,1,1,89,42,37,5,,,1,1,,,,,111,75,1,,0,0,74,35,28,7,0,0,1,1,,,,,152,107,,,,0,107,45,40,5,,,0,0,,,,,146,89,,,2,4,83,44,38,6,,,13,13,,,,
,,부상신고자수,5,4,,,0,0,4,1,1,0,,,,,,,,,10,5,0,,0,0,5,5,4,1,,,0,0,,,,,27,22,0,,0,0,22,5,4,1,0,0,0,0,,,,,22,17,,,,0,17,5,3,2,,,0,0,,,,,23,11,,,0,0,11,11,10,1,,,1,1,,,,
,울진군,발생건수,243,152,2,2,,3,145,87,67,20,,,4,4,,,,,234,147,,1,1,3,142,80,55,25,,,7,7,,,,,215,135,1,,2,2,130,74,58,16,,,6,6,,,,,222,136,,5,1,,130,78,60,18,,,8,8,,,,,206,134,,,1,1,132,70,46,24,,,2,2,,,,
,,사망자수,15,12,0,0,,2,10,3,1,2,,,0,0,,,,,13,11,,0,0,0,11,2,1,1,,,0,0,,,,,8,7,0,,1,0,6,1,0,1,,,0,0,,,,,12,8,,0,0,,8,4,3,1,,,0,0,,,,,7,7,,,0,0,7,0,0,0,,,0,0,,,,
,,부상자수,362,220,2,4,,7,207,137,100,37,,,5,5,,,,,363,221,,1,4,3,213,132,81,51,,,10,10,,,,,321,194,1,,1,3,189,119,90,29,,,8,8,,,,,301,190,,9,3,,178,99,71,28,,,12,12,,,,,286,175,,,1,3,171,106,66,40,,,5,5,,,,
,,중상자수,133,78,2,0,,0,76,53,39,14,,,2,2,,,,,158,104,,1,3,1,99,49,31,18,,,5,5,,,,,132,89,0,,0,2,87,40,31,9,,,3,3,,,,,139,93,,3,0,,90,43,37,6,,,3,3,,,,,117,76,,,1,0,75,38,28,10,,,3,3,,,,
,,경상자수,220,139,0,4,,7,128,78,56,22,,,3,3,,,,,175,94,,0,1,2,91,76,45,31,,,5,5,,,,,173,97,1,,1,1,94,71,54,17,,,5,5,,,,,143,82,,4,3,,75,52,31,21,,,9,9,,,,,155,91,,,0,3,88,62,34,28,,,2,2,,,,
,,부상신고자수,9,3,0,0,,0,3,6,5,1,,,0,0,,,,,30,23,,0,0,0,23,7,5,2,,,0,0,,,,,16,8,0,,0,0,8,8,5,3,,,0,0,,,,,19,15,,2,0,,13,4,3,1,,,0,0,,,,,14,8,,,0,0,8,6,4,2,,,0,0,,,,
,울릉군,발생건수,11,7,,,,,7,1,,1,,,2,2,1,1,,,19,8,,,1,,7,4,3,1,,,7,7,,,,,22,16,,,1,,15,6,,6,,,,,,,,,17,16,,,,,16,,,,,,1,1,,,,,18,16,,,,,16,2,1,1,,,,,,,,
,,사망자수,2,2,,,,,2,0,,0,,,0,0,0,0,,,2,2,,,0,,2,0,0,0,,,0,0,,,,,2,1,,,0,,1,1,,1,,,,,,,,,0,0,,,,,0,,,,,,0,0,,,,,1,0,,,,,0,1,0,1,,,,,,,,
,,부상자수,16,9,,,,,9,1,,1,,,3,3,3,3,,,20,7,,,1,,6,4,3,1,,,9,9,,,,,36,18,,,1,,17,18,,18,,,,,,,,,32,31,,,,,31,,,,,,1,1,,,,,22,21,,,,,21,1,1,0,,,,,,,,
,,중상자수,5,3,,,,,3,0,,0,,,2,2,0,0,,,11,3,,,1,,2,3,3,0,,,5,5,,,,,13,7,,,0,,7,6,,6,,,,,,,,,15,15,,,,,15,,,,,,0,0,,,,,5,4,,,,,4,1,1,0,,,,,,,,
,,경상자수,8,4,,,,,4,0,,0,,,1,1,3,3,,,9,4,,,0,,4,1,0,1,,,4,4,,,,,23,11,,,1,,10,12,,12,,,,,,,,,16,15,,,,,15,,,,,,1,1,,,,,13,13,,,,,13,0,0,0,,,,,,,,
,,부상신고자수,3,2,,,,,2,1,,1,,,0,0,0,0,,,0,0,,,0,,0,0,0,0,,,0,0,,,,,0,0,,,0,,0,0,,0,,,,,,,,,1,1,,,,,1,,,,,,0,0,,,,,4,4,,,,,4,0,0,0,,,,,,,,
,경산시,발생건수,1180,569,24,8,,4,533,560,370,190,,,47,47,2,2,2,2,1234,629,43,5,,6,575,583,417,166,1,1,17,17,3,3,1,1,1484,745,33,11,1,6,694,711,497,214,,,27,27,1,1,,,1500,778,24,3,1,5,745,697,479,218,1,1,23,23,,,1,1,1411,705,33,3,,1,668,694,509,185,,,11,11,,,1,1
,,사망자수,41,25,1,0,,0,24,15,8,7,,,1,1,0,0,0,0,28,20,2,1,,2,15,8,7,1,0,0,0,0,0,0,0,0,33,22,1,0,0,0,21,11,7,4,,,0,0,0,0,,,32,22,1,0,0,0,21,9,7,2,1,1,0,0,,,0,0,29,20,1,0,,0,19,9,7,2,,,0,0,,,0,0
,,부상자수,1725,785,23,12,,5,745,875,556,319,,,61,61,2,2,2,2,1828,921,43,4,,24,850,882,630,252,1,1,19,19,4,4,1,1,2165,1035,34,14,1,13,973,1096,770,326,,,33,33,1,1,,,2090,1050,27,3,2,9,1009,1009,694,315,0,0,30,30,,,1,1,2006,977,34,4,,3,936,1013,739,274,,,15,15,,,1,1
,,중상자수,602,290,10,2,,1,277,286,196,90,,,24,24,1,1,1,1,650,338,27,1,,7,303,300,229,71,0,0,10,10,2,2,0,0,592,292,19,4,1,2,266,291,212,79,,,9,9,0,0,,,576,281,7,1,0,2,271,290,210,80,0,0,5,5,,,0,0,526,268,19,0,,3,246,256,195,61,,,2,2,,,0,0
,,경상자수,1097,483,13,10,,4,456,575,353,222,,,37,37,1,1,1,1,1126,549,16,3,,10,520,564,390,174,1,1,9,9,2,2,1,1,1497,698,15,10,0,11,662,777,537,240,,,21,21,1,1,,,1427,734,18,2,2,7,705,669,455,214,0,0,23,23,,,1,1,1419,680,15,4,,0,661,726,523,203,,,12,12,,,1,1
,,부상신고자수,26,12,0,0,,0,12,14,7,7,,,0,0,0,0,0,0,52,34,0,0,,7,27,18,11,7,0,0,0,0,0,0,0,0,76,45,0,0,0,0,45,28,21,7,,,3,3,0,0,,,87,35,2,0,0,0,33,50,29,21,0,0,2,2,,,0,0,61,29,0,0,,0,29,31,21,10,,,1,1,,,0,0
경남,합계,발생건수,14266,7265,414,103,63,95,6590,6585,4426,2159,,,401,401,8,8,7,7,13749,6928,377,69,72,60,6350,6355,4464,1891,,,452,452,6,6,8,8,13434,6701,366,75,47,65,6148,6221,4245,1976,,,481,481,15,15,16,16,13677,6896,352,89,48,65,6342,6504,4541,1963,,,258,258,8,8,11,11,12522,6223,339,75,34,58,5717,5837,4090,1747,,,432,432,16,16,14,14
,,사망자수,477,325,9,7,3,15,291,139,91,48,,,12,12,1,1,0,0,476,326,16,3,2,6,299,132,88,44,,,17,17,1,1,0,0,416,289,10,5,0,4,270,105,62,43,,,18,18,2,2,2,2,406,285,10,3,1,8,263,111,68,43,,,10,10,0,0,0,0,373,240,11,6,4,5,214,123,74,49,,,10,10,0,0,0,0
,,부상자수,21025,10763,431,119,176,155,9882,9743,6572,3171,,,499,499,12,12,8,8,20274,10154,387,82,187,115,9383,9462,6659,2803,,,610,610,6,6,42,42,19571,9755,397,82,132,119,9025,9117,6241,2876,,,643,643,28,28,28,28,20141,10122,369,120,122,133,9378,9662,6820,2842,,,323,323,18,18,16,16,18257,9001,349,99,71,121,8361,8614,6081,2533,,,586,586,36,36,20,20
,,중상자수,9151,4821,277,61,60,79,4344,4093,2869,1224,,,227,227,5,5,5,5,8222,4207,238,44,66,41,3818,3771,2730,1041,,,235,235,3,3,6,6,7527,3842,226,39,39,42,3496,3397,2386,1011,,,270,270,6,6,12,12,7580,3923,221,58,35,36,3573,3532,2537,995,,,109,109,11,11,5,5,6605,3408,215,47,17,37,3092,2984,2139,845,,,195,195,13,13,5,5
,,경상자수,10839,5410,146,56,106,71,5031,5176,3368,1808,,,243,243,7,7,3,3,11000,5453,137,36,119,70,5091,5207,3575,1632,,,318,318,3,3,19,19,10858,5323,156,39,87,69,4972,5171,3473,1698,,,326,326,22,22,16,16,11124,5490,136,51,81,92,5130,5443,3777,1666,,,174,174,6,6,11,11,10550,5055,125,46,46,71,4767,5100,3589,1511,,,363,363,18,18,14,14
,,부상신고자수,1035,532,8,2,10,5,507,474,335,139,,,29,29,0,0,0,0,1052,494,12,2,2,4,474,484,354,130,,,57,57,0,0,17,17,1186,590,15,4,6,8,557,549,382,167,,,47,47,0,0,0,0,1437,709,12,11,6,5,675,687,506,181,,,40,40,1,1,0,0,1102,538,9,6,8,13,502,530,353,177,,,28,28,5,5,1,1
,진주시,발생건수,1024,613,44,9,5,5,550,397,278,119,,,14,14,,,,,1144,610,37,3,3,5,562,521,376,145,,,13,13,,,,,1035,527,38,2,1,8,478,503,355,148,,,5,5,,,,,1010,481,40,5,1,6,429,518,339,179,,,9,9,1,1,1,1,928,436,46,10,,3,377,486,330,156,,,6,6,,,,
,,사망자수,54,41,0,0,1,0,40,12,7,5,,,1,1,,,,,39,20,1,0,0,0,19,19,11,8,,,0,0,,,,,54,38,2,0,0,1,35,16,12,4,,,0,0,,,,,36,23,1,0,0,0,22,12,3,9,,,1,1,0,0,0,0,29,22,0,2,,1,19,6,4,2,,,1,1,,,,
,,부상자수,1418,849,48,11,5,6,779,555,389,166,,,14,14,,,,,1614,857,37,3,3,6,808,740,546,194,,,17,17,,,,,1368,668,39,3,1,10,615,695,498,197,,,5,5,,,,,1375,662,39,5,4,12,602,701,462,239,,,9,9,2,2,1,1,1246,569,48,12,,5,504,672,468,204,,,5,5,,,,
,,중상자수,813,504,42,7,1,2,452,300,206,94,,,9,9,,,,,829,441,26,2,3,4,406,385,282,103,,,3,3,,,,,740,367,32,2,1,4,328,369,283,86,,,4,4,,,,,735,365,27,4,2,6,326,362,235,127,,,7,7,0,0,1,1,679,319,36,7,,3,273,358,250,108,,,2,2,,,,
,,경상자수,576,323,6,4,3,3,307,248,177,71,,,5,5,,,,,726,386,10,1,0,2,373,328,244,84,,,12,12,,,,,582,277,7,1,0,5,264,304,200,104,,,1,1,,,,,601,283,10,1,2,6,264,315,213,102,,,2,2,1,1,0,0,530,231,10,4,,2,215,297,204,93,,,2,2,,,,
,,부상신고자수,29,22,0,0,1,1,20,7,6,1,,,0,0,,,,,59,30,1,0,0,0,29,27,20,7,,,2,2,,,,,46,24,0,0,0,1,23,22,15,7,,,0,0,,,,,39,14,2,0,0,0,12,24,14,10,,,0,0,1,1,0,0,37,19,2,1,,0,16,17,14,3,,,1,1,,,,
,통영시,발생건수,845,515,28,2,2,1,482,322,234,88,,,8,8,,,,,816,454,35,8,1,5,405,359,264,95,,,3,3,,,,,734,393,38,5,2,6,342,333,221,112,,,7,7,,,1,1,815,424,30,7,1,6,380,389,263,126,,,2,2,,,,,736,386,29,5,,6,346,346,241,105,,,4,4,,,,
,,사망자수,15,10,1,0,0,0,9,5,5,0,,,0,0,,,,,19,15,1,0,0,0,14,4,2,2,,,0,0,,,,,19,13,2,0,0,0,11,6,3,3,,,0,0,,,0,0,15,8,0,0,0,0,8,7,5,2,,,0,0,,,,,12,7,1,0,,0,6,5,3,2,,,0,0,,,,
,,부상자수,1247,760,27,2,2,2,727,479,357,122,,,8,8,,,,,1190,647,36,12,1,6,592,538,403,135,,,5,5,,,,,1097,572,45,5,7,27,488,512,352,160,,,9,9,,,4,4,1203,606,32,7,4,14,549,595,403,192,,,2,2,,,,,1115,559,31,8,,19,501,552,384,168,,,4,4,,,,
,,중상자수,426,271,18,2,1,0,250,153,114,39,,,2,2,,,,,368,203,17,5,1,3,177,165,128,37,,,0,0,,,,,376,190,21,4,1,5,159,180,114,66,,,4,4,,,2,2,462,242,21,3,3,3,212,220,162,58,,,0,0,,,,,384,199,24,4,,2,169,183,138,45,,,2,2,,,,
,,경상자수,743,449,8,0,1,2,438,289,220,69,,,5,5,,,,,775,419,18,7,0,3,391,352,257,95,,,4,4,,,,,663,341,24,1,6,20,290,315,223,92,,,5,5,,,2,2,699,341,10,3,1,11,316,356,223,133,,,2,2,,,,,697,340,7,4,,16,313,355,236,119,,,2,2,,,,
,,부상신고자수,78,40,1,0,0,0,39,37,23,14,,,1,1,,,,,47,25,1,0,0,0,24,21,18,3,,,1,1,,,,,58,41,0,0,0,2,39,17,15,2,,,0,0,,,0,0,42,23,1,1,0,0,21,19,18,1,,,0,0,,,,,34,20,0,0,,1,19,14,10,4,,,0,0,,,,
,김해시,발생건수,2322,1169,85,14,5,8,1057,1112,729,383,,,38,38,,,3,3,2099,1064,56,8,14,7,979,999,686,313,,,35,35,,,1,1,2154,1131,68,11,3,6,1043,969,642,327,,,50,50,,,4,4,2317,1166,67,13,5,13,1068,1120,754,366,,,28,28,1,1,2,2,2161,1098,60,9,5,4,1020,1033,720,313,,,29,29,1,1,,
,,사망자수,52,29,0,0,0,1,28,22,12,10,,,1,1,,,0,0,48,34,2,0,0,0,32,13,8,5,,,1,1,,,0,0,55,33,2,1,0,0,30,20,12,8,,,2,2,,,0,0,43,22,2,0,0,1,19,18,10,8,,,3,3,0,0,0,0,44,28,1,0,0,0,27,16,13,3,,,0,0,0,0,,
,,부상자수,3453,1731,94,15,8,11,1603,1676,1092,584,,,42,42,,,4,4,3094,1567,57,8,22,13,1467,1488,1019,469,,,36,36,,,3,3,3134,1640,74,10,8,11,1537,1418,940,478,,,68,68,,,8,8,3401,1722,76,15,8,26,1597,1640,1149,491,,,32,32,5,5,2,2,3222,1636,65,11,18,5,1537,1539,1063,476,,,44,44,3,3,,
,,중상자수,1643,822,61,13,3,6,739,792,537,255,,,26,26,,,3,3,1477,708,39,4,12,4,649,756,546,210,,,13,13,,,0,0,1525,790,47,9,1,2,731,699,479,220,,,35,35,,,1,1,1414,720,47,10,2,8,653,678,479,199,,,11,11,4,4,1,1,1197,609,37,3,3,2,564,577,404,173,,,11,11,0,0,,
,,경상자수,1725,864,32,2,5,5,820,846,531,315,,,14,14,,,1,1,1536,821,18,4,10,9,780,695,446,249,,,17,17,,,3,3,1514,795,27,1,7,8,752,679,438,241,,,33,33,,,7,7,1831,928,28,5,6,16,873,881,607,274,,,20,20,1,1,1,1,1859,938,27,8,8,3,892,885,619,266,,,33,33,3,3,,
,,부상신고자수,85,45,1,0,0,0,44,38,24,14,,,2,2,,,0,0,81,38,0,0,0,0,38,37,27,10,,,6,6,,,0,0,95,55,0,0,0,1,54,40,23,17,,,0,0,,,0,0,156,74,1,0,0,2,71,81,63,18,,,1,1,0,0,0,0,166,89,1,0,7,0,81,77,40,37,,,0,0,0,0,,
,밀양시,발생건수,542,273,12,5,2,11,243,261,200,61,,,8,8,,,,,472,238,16,2,3,7,210,228,171,57,,,6,6,,,,,502,287,18,6,,11,252,214,161,53,,,1,1,,,,,489,255,15,1,2,7,230,230,173,57,,,4,4,,,,,488,253,16,1,2,5,229,235,177,58,,,,,,,,
,,사망자수,34,26,1,0,0,4,21,8,5,3,,,0,0,,,,,20,16,0,0,1,3,12,4,2,2,,,0,0,,,,,25,22,1,1,,1,19,3,0,3,,,0,0,,,,,22,18,1,0,0,2,15,4,2,2,,,0,0,,,,,18,15,0,0,0,1,14,3,2,1,,,,,,,,
,,부상자수,800,413,14,5,5,24,365,379,289,90,,,8,8,,,,,680,329,18,2,3,10,296,343,254,89,,,8,8,,,,,726,405,18,6,,24,357,320,239,81,,,1,1,,,,,672,337,15,1,3,5,313,331,249,82,,,4,4,,,,,718,392,16,2,4,20,350,326,248,78,,,,,,,,
,,중상자수,368,190,3,3,3,13,168,172,130,42,,,6,6,,,,,273,138,7,1,0,4,126,131,103,28,,,4,4,,,,,273,154,5,2,,6,141,118,84,34,,,1,1,,,,,272,144,12,0,2,3,127,125,100,25,,,3,3,,,,,270,151,9,0,2,4,136,119,93,26,,,,,,,,
,,경상자수,397,204,10,2,1,9,182,191,146,45,,,2,2,,,,,351,166,10,1,3,5,147,181,131,50,,,4,4,,,,,409,233,13,4,,18,198,176,135,41,,,0,0,,,,,370,173,3,1,1,2,166,196,141,55,,,1,1,,,,,414,220,7,2,2,9,200,194,145,49,,,,,,,,
,,부상신고자수,35,19,1,0,1,2,15,16,13,3,,,0,0,,,,,56,25,1,0,0,1,23,31,20,11,,,0,0,,,,,44,18,0,0,,0,18,26,20,6,,,0,0,,,,,30,20,0,0,0,0,20,10,8,2,,,0,0,,,,,34,21,0,0,0,7,14,13,10,3,,,,,,,,
,거제시,발생건수,1150,567,37,10,2,5,513,505,314,191,,,76,76,1,1,1,1,1224,602,34,4,4,3,557,553,389,164,,,69,69,,,,,1301,592,32,6,9,4,541,613,369,244,,,91,91,4,4,1,1,1254,693,33,5,4,3,648,539,374,165,,,22,22,,,,,1115,678,30,6,4,2,636,324,204,120,,,105,105,6,6,2,2
,,사망자수,19,10,0,0,0,1,9,5,3,2,,,3,3,1,1,0,0,34,24,3,1,0,0,20,9,5,4,,,1,1,,,,,25,16,0,0,0,0,16,7,2,5,,,2,2,0,0,0,0,14,10,0,0,0,0,10,4,1,3,,,0,0,,,,,26,16,0,0,0,0,16,8,5,3,,,2,2,0,0,0,0
,,부상자수,1688,860,38,13,10,4,795,722,468,254,,,105,105,0,0,1,1,1783,875,35,3,13,5,819,814,558,256,,,94,94,,,,,1934,901,37,6,23,5,830,892,540,352,,,129,129,10,10,2,2,1943,1122,34,6,11,3,1068,785,545,240,,,36,36,,,,,1610,999,33,8,11,8,939,441,279,162,,,152,152,16,16,2,2
,,중상자수,804,419,29,5,4,3,378,327,215,112,,,57,57,0,0,1,1,752,376,26,3,6,2,339,340,248,92,,,36,36,,,,,700,322,19,4,8,4,287,316,198,118,,,60,60,2,2,0,0,642,379,20,4,1,1,353,250,191,59,,,13,13,,,,,550,353,14,3,0,5,331,135,90,45,,,52,52,10,10,0,0
,,경상자수,801,399,8,8,6,1,376,356,226,130,,,46,46,0,0,0,0,963,460,7,0,6,3,444,447,291,156,,,56,56,,,,,1106,513,16,2,15,1,479,526,311,215,,,57,57,8,8,2,2,1160,650,13,2,7,2,626,488,319,169,,,22,22,,,,,1028,629,18,5,11,3,592,296,184,112,,,95,95,6,6,2,2
,,부상신고자수,83,42,1,0,0,0,41,39,27,12,,,2,2,0,0,0,0,68,39,2,0,1,0,36,27,19,8,,,2,2,,,,,128,66,2,0,0,0,64,50,31,19,,,12,12,0,0,0,0,141,93,1,0,3,0,89,47,35,12,,,1,1,,,,,32,17,1,0,0,0,16,10,5,5,,,5,5,0,0,0,0
,의령군,발생건수,140,92,1,1,,4,86,46,32,14,,,2,2,,,,,158,103,,,1,2,100,53,43,10,,,2,2,,,,,152,93,,2,,2,89,55,45,10,,,4,4,,,,,120,75,,1,,1,73,45,36,9,,,,,,,,,122,73,2,,,,71,49,41,8,,,,,,,,
,,사망자수,17,14,0,0,,5,9,3,2,1,,,0,0,,,,,15,14,,,0,0,14,1,1,0,,,0,0,,,,,10,7,,0,,0,7,3,2,1,,,0,0,,,,,6,4,,0,,0,4,2,2,0,,,,,,,,,7,4,0,,,,4,3,3,0,,,,,,,,
,,부상자수,189,129,1,1,,8,119,58,42,16,,,2,2,,,,,222,141,,,1,3,137,79,68,11,,,2,2,,,,,198,115,,2,,3,110,78,63,15,,,5,5,,,,,177,106,,1,,4,101,71,56,15,,,,,,,,,185,100,2,,,,98,85,76,9,,,,,,,,
,,중상자수,100,71,1,1,,6,63,29,22,7,,,0,0,,,,,108,69,,,1,2,66,37,30,7,,,2,2,,,,,99,71,,0,,1,70,25,20,5,,,3,3,,,,,80,51,,1,,3,47,29,21,8,,,,,,,,,80,43,2,,,,41,37,35,2,,,,,,,,
,,경상자수,86,55,0,0,,2,53,29,20,9,,,2,2,,,,,104,66,,,0,1,65,38,35,3,,,0,0,,,,,84,36,,2,,2,32,46,39,7,,,2,2,,,,,83,49,,0,,1,48,34,28,6,,,,,,,,,82,43,0,,,,43,39,34,5,,,,,,,,
,,부상신고자수,3,3,0,0,,0,3,0,0,0,,,0,0,,,,,10,6,,,0,0,6,4,3,1,,,0,0,,,,,15,8,,0,,0,8,7,4,3,,,0,0,,,,,14,6,,0,,0,6,8,7,1,,,,,,,,,23,14,0,,,,14,9,7,2,,,,,,,,
,함안군,발생건수,391,237,10,4,3,6,214,151,85,66,,,3,3,,,,,339,206,10,,8,2,186,129,89,40,,,4,4,,,,,366,219,4,2,3,1,209,139,95,44,,,6,6,1,1,1,1,359,181,4,1,5,3,168,172,107,65,,,6,6,,,,,259,132,1,2,5,2,122,126,82,44,,,1,1,,,,
,,사망자수,15,12,0,1,0,0,11,3,2,1,,,0,0,,,,,29,22,0,,0,1,21,7,4,3,,,0,0,,,,,16,12,0,1,0,0,11,2,2,0,,,0,0,1,1,1,1,27,21,0,0,1,0,20,6,5,1,,,0,0,,,,,21,11,0,0,4,0,7,10,2,8,,,0,0,,,,
,,부상자수,614,377,10,3,7,8,349,233,134,99,,,4,4,,,,,577,401,10,,40,3,348,172,108,64,,,4,4,,,,,569,356,4,1,17,1,333,203,142,61,,,8,8,2,2,0,0,564,305,4,1,13,7,280,250,165,85,,,9,9,,,,,371,205,1,2,9,2,191,165,113,52,,,1,1,,,,
,,중상자수,272,180,3,2,2,6,167,90,48,42,,,2,2,,,,,212,148,6,,11,2,129,63,45,18,,,1,1,,,,,189,131,3,1,5,1,121,55,33,22,,,1,1,2,2,0,0,232,124,2,0,1,1,120,105,69,36,,,3,3,,,,,135,83,1,2,4,1,75,51,34,17,,,1,1,,,,
